Mod:Item:MetaData, Localized Name
etfuturum:bamboo_chest_raft, Bamboo Raft with Chest
etfuturum:item_sign_spruce, Spruce Sign
etfuturum:item_sign_birch, Birch Sign
etfuturum:item_sign_jungle, Jungle Sign
etfuturum:item_sign_acacia, Acacia Sign
etfuturum:item_sign_dark_oak, Dark Oak Sign
etfuturum:modded_raw_ore:0, Raw Aluminum
etfuturum:modded_raw_ore:1, Raw Tin
etfuturum:modded_raw_ore:2, Raw Silver
etfuturum:modded_raw_ore:3, Raw Lead
etfuturum:modded_raw_ore:4, Raw Nickel
etfuturum:modded_raw_ore:5, Raw Platinum
etfuturum:modded_raw_ore:6, Raw Mythril
etfuturum:modded_raw_ore:7, Raw Uranium
etfuturum:modded_raw_ore:9, Raw Tungsten
etfuturum:modded_raw_ore:10, Raw Titanium
etfuturum:modded_raw_ore:11, Raw Zinc
etfuturum:modded_raw_ore:12, Raw Magnesium
GalacticraftCore:item.bucketOil, Balde de Petróleo
GalacticraftCore:item.bucketFuel, Balde de Combustível
GalacticraftCore:item.spaceship:0, Foguete Nível 1
GalacticraftCore:item.spaceship:1, Foguete Nível 1
GalacticraftCore:item.spaceship:2, Foguete Nível 1
GalacticraftCore:item.spaceship:3, Foguete Nível 1
GalacticraftCore:item.spaceship:4, Foguete Nível 1
GalacticraftCore:item.oxygenMask, Máscara de Oxigênio
GalacticraftCore:item.oxygenGear, Equipamento de Oxigênio
GalacticraftCore:item.oxygenTankLightFull, Tanque de Oxigênio Leve
GalacticraftCore:item.oxygenTankMedFull, Tanque de Oxigênio Médio
GalacticraftCore:item.oxygenTankHeavyFull, Tanque de Oxigênio Pesado
GalacticraftCore:item.sensorLens, Lentes Sensoras
GalacticraftCore:item.sensorGlasses, Óculos Sensores
GalacticraftCore:item.steel_pickaxe, Picareta para Trabalho Pesado
GalacticraftCore:item.steel_axe, Machado para Trabalho Pesado
GalacticraftCore:item.steel_hoe, Enxada para Trabalho Pesado
GalacticraftCore:item.steel_shovel, Pá para Trabalho Pesado
GalacticraftCore:item.steel_sword, Espada para Trabalho Pesado
GalacticraftCore:item.steel_helmet, Elmo para Trabalho Pesado
GalacticraftCore:item.steel_chestplate, Peitoral para Trabalho Pesado
GalacticraftCore:item.steel_leggings, Perneiras para Trabalho Pesado
GalacticraftCore:item.steel_boots, Botas para Trabalho Pesado
GalacticraftCore:item.canister:0, Lata de Estanho
GalacticraftCore:item.canister:1, Lata de Cobre
GalacticraftCore:item.airVent, Respirador
GalacticraftCore:item.airFan, Ventilador
GalacticraftCore:item.oxygenConcentrator, Concentrador de Oxigênio
GalacticraftCore:item.engine:0, Motor de Foguete Nível 1
GalacticraftCore:item.engine:1, Motor de Foguete Auxiliar Nível 1
GalacticraftCore:item.heavyPlating, Blindagem Pesada
GalacticraftCore:item.noseCone, Nariz de Foguete
GalacticraftCore:item.rocketFins, Aleta de Foguete
GalacticraftCore:item.steelPole, Mastro de Bandeira
GalacticraftCore:item.canvas, Tecido
GalacticraftCore:item.oilCanisterPartial, Lata de Óleo Semi-Cheia
GalacticraftCore:item.fuelCanisterPartial, Lata de Combustível Semi-Cheia
GalacticraftCore:item.oilExtractor, Extrator Portátil de Petróleo
GalacticraftCore:item.schematic:0, Esquemático para Mesa de Trabalho NASA
GalacticraftCore:item.schematic:1, Esquemático para Mesa de Trabalho NASA
GalacticraftCore:item.key:0, Chave de Calabouço Nível 1
GalacticraftCore:item.buggymat:0, Roda de Buggy
GalacticraftCore:item.buggymat:1, Assento de Buggy
GalacticraftCore:item.buggymat:2, Bagageiro para Buggy
GalacticraftCore:item.buggy, Buggy
GalacticraftCore:item.basicItem:0, Módulo Solar
GalacticraftCore:item.basicItem:1, Painel Solar Completo
GalacticraftCore:item.basicItem:2, Silício Bruto
GalacticraftCore:item.basicItem:3, Barra de Cobre
GalacticraftCore:item.basicItem:4, Barra de Estanho
GalacticraftCore:item.basicItem:5, Barra de Alumínio
GalacticraftCore:item.basicItem:6, Cobre Prensado
GalacticraftCore:item.basicItem:7, Estanho Prensado
GalacticraftCore:item.basicItem:8, Alumínio Prensado
GalacticraftCore:item.basicItem:9, Aço Prensado
GalacticraftCore:item.basicItem:10, Bronze Prensado
GalacticraftCore:item.basicItem:11, Ferro Prensado
GalacticraftCore:item.basicItem:12, Wafer Solar Azul
GalacticraftCore:item.basicItem:13, Wafer Básico
GalacticraftCore:item.basicItem:14, Wafer Avançado
GalacticraftCore:item.basicItem:15, Lata de Comida
GalacticraftCore:item.basicItem:16, Lata de Comida
GalacticraftCore:item.basicItem:17, Lata de Comida
GalacticraftCore:item.basicItem:18, Lata de Comida
GalacticraftCore:item.basicItem:19, Módulo de Frequência
GalacticraftCore:item.basicItem:20, Controlador Térmico de Ambiente
GalacticraftCore:item.battery, Bateria
GalacticraftCore:item.infiniteBattery, Bateria Infinita
GalacticraftCore:item.infiniteOxygen, Suprimento de Oxigênio Infinito
GalacticraftCore:item.null:0, Pedaço de Meteoro Jogável
GalacticraftCore:item.null:1, Pedaço de Meteoro Jogável
GalacticraftCore:item.standardWrench, Chave Inglesa Padrão
GalacticraftCore:item.cheeseCurd, Grão de Queijo
GalacticraftCore:item.meteoricIronRaw, Minério de Ferro Meteórico
GalacticraftCore:item.meteoricIronIngot:0, Barra de Ferro Meteórico
GalacticraftCore:item.meteoricIronIngot:1, Ferro Meteórico Prensado
GalacticraftCore:item.flag, Bandeira
GalacticraftCore:item.parachute:0, Paraquedas
GalacticraftCore:item.parachute:1, Paraquedas Preto
GalacticraftCore:item.parachute:2, Paraquedas Azul-Claro
GalacticraftCore:item.parachute:3, Paraquedas Verde-Limão
GalacticraftCore:item.parachute:4, Paraquedas Marrom
GalacticraftCore:item.parachute:5, Paraquedas Azul
GalacticraftCore:item.parachute:6, Paraquedas Cinza
GalacticraftCore:item.parachute:7, Paraquedas Verde
GalacticraftCore:item.parachute:8, Paraquedas Cinza-Claro
GalacticraftCore:item.parachute:9, Paraquedas Magenta
GalacticraftCore:item.parachute:10, Paraquedas Laranja
GalacticraftCore:item.parachute:11, Paraquedas Rosa
GalacticraftCore:item.parachute:12, Paraquedas Púrpura
GalacticraftCore:item.parachute:13, Paraquedas Vermelho
GalacticraftCore:item.parachute:14, Paraquedas Ciano
GalacticraftCore:item.parachute:15, Paraquedas Amarelo
GalacticraftMars:item.grapple, Gancho
GalacticraftMars:item.itemTier3Rocket:0, Foguete Nível 3
GalacticraftMars:item.itemTier3Rocket:1, Foguete Nível 3
GalacticraftMars:item.itemTier3Rocket:2, Foguete Nível 3
GalacticraftMars:item.itemTier3Rocket:3, Foguete Nível 3
GalacticraftMars:item.itemTier3Rocket:4, Foguete Nível 3
GalacticraftMars:item.itemAstroMiner, Astrominerador
GalacticraftMars:item.thermalPadding:0, Elmo do Traje Térmico
GalacticraftMars:item.thermalPadding:1, Peitoral do Traje Térmico
GalacticraftMars:item.thermalPadding:2, Perneiras do Traje Térmico
GalacticraftMars:item.thermalPadding:3, Botas do Traje Térmico
GalacticraftMars:item.itemBasicAsteroids:0, Blindagem Pesada
GalacticraftMars:item.itemBasicAsteroids:1, Motor de Foguete Pesado
GalacticraftMars:item.itemBasicAsteroids:2, Aleta de Foguete Pesado
GalacticraftMars:item.itemBasicAsteroids:3, Estilhaço de Ferro
GalacticraftMars:item.itemBasicAsteroids:4, Estilhaço de Titânio
GalacticraftMars:item.itemBasicAsteroids:5, Barra de Titânio
GalacticraftMars:item.itemBasicAsteroids:6, Titânio Prensado
GalacticraftMars:item.itemBasicAsteroids:7, Tecido Térmico
GalacticraftMars:item.itemBasicAsteroids:8, Núcleo de Feixe
GalacticraftMars:item.methaneCanisterPartial, Lata de Gás Metano
GalacticraftMars:item.canisterPartialLOX, item.canisterPartialLOX.name
GalacticraftMars:item.canisterPartialLN2, item.canisterPartialLN2.name
GalacticraftMars:item.atmosphericValve, Válvula Atmosférica
GalacticraftMars:item.heavyNoseCone:0, Nariz de Foguete Pesado
GalacticraftMars:item.orionDrive, Unidade Orion
GalacticraftMars:item.titanium_helmet, Elmo de Titânio
GalacticraftMars:item.titanium_chestplate, Peitoral de Titânio
GalacticraftMars:item.titanium_leggings, Perneiras de Titânio
GalacticraftMars:item.titanium_boots, Botas de Titânio
GalacticraftMars:item.titanium_axe, Machado de Titânio
GalacticraftMars:item.titanium_pickaxe, Picareta de Titânio
GalacticraftMars:item.titanium_shovel, Pá de Titânio
GalacticraftMars:item.titanium_hoe, Enxada de Titânio
GalacticraftMars:item.titanium_sword, Espada de Titânio
GalacticraftMars:item.bucketSludge, Balde de Lodo Bacterial
GalacticraftMars:item.carbonFragments, Carbono Fragmentado
GalacticraftMars:item.null:0, Desh Bruto
GalacticraftMars:item.null:1, Graveto de Desh
GalacticraftMars:item.null:2, Barra de Desh
GalacticraftMars:item.null:3, Blindagem Pesada
GalacticraftMars:item.null:4, Mochila-Inventário para Slimeling
GalacticraftMars:item.null:5, Desh Prensado
GalacticraftMars:item.null:6, Manipulador de Fluidos
GalacticraftMars:item.deshPick, Picareta de Desh
GalacticraftMars:item.deshPickSlime, Picareta de Desh Pegajosa
GalacticraftMars:item.deshAxe, Machado de Desh
GalacticraftMars:item.deshHoe, Enxada de Desh
GalacticraftMars:item.deshSpade, Pá de Desh
GalacticraftMars:item.deshSword, Espada de Desh
GalacticraftMars:item.deshHelmet, Elmo de Desh
GalacticraftMars:item.deshChestplate, Peitoral de Desh
GalacticraftMars:item.deshLeggings, Perneiras de Desh
GalacticraftMars:item.deshBoots, Botas de Desh 
GalacticraftMars:item.spaceshipTier2:0, Foguete Nível 2
GalacticraftMars:item.spaceshipTier2:1, Foguete Nível 2
GalacticraftMars:item.spaceshipTier2:2, Foguete Nível 2
GalacticraftMars:item.spaceshipTier2:3, Foguete Nível 2
GalacticraftMars:item.spaceshipTier2:4, Foguete Nível 2
GalacticraftMars:item.spaceshipTier2:11, Foguete de Carga
GalacticraftMars:item.spaceshipTier2:12, Foguete de Carga
GalacticraftMars:item.spaceshipTier2:13, Foguete de Carga
GalacticraftMars:item.spaceshipTier2:14, Foguete de Carga
GalacticraftMars:item.key:0, Chave de Calabouço Nível 2
GalacticraftMars:item.schematic:0, Esquemático para Mesa de Trabalho NASA
GalacticraftMars:item.schematic:1, Esquemático para Mesa de Trabalho NASA
GalacticraftMars:item.schematic:2, Esquemático para Mesa de Trabalho NASA
ExtraPlanets:mercuryPickaxe, Mercury Pickaxe
ExtraPlanets:mercuryAxe, Mercury Axe
ExtraPlanets:mercuryHoe, Mercury Hoe
ExtraPlanets:mercuryShovel, Mercury Shovel
ExtraPlanets:mercurySword, Mercury Sword
ExtraPlanets:carbonPickaxe, Carbon Pickaxe
ExtraPlanets:carbonAxe, Carbon Axe
ExtraPlanets:carbonHoe, Carbon Hoe
ExtraPlanets:carbonShovel, Carbon Shovel
ExtraPlanets:carbonSword, Carbon Sword
ExtraPlanets:uraniumPickaxe, Uranium Pickaxe
ExtraPlanets:uraniumAxe, Uranium Axe
ExtraPlanets:uraniumHoe, Uranium Hoe
ExtraPlanets:uraniumShovel, Uranium Shovel
ExtraPlanets:uraniumSword, Uranium Sword
ExtraPlanets:palladiumPickaxe, Palladium Pickaxe
ExtraPlanets:palladiumAxe, Palladium Axe
ExtraPlanets:palladiumHoe, Palladium Hoe
ExtraPlanets:palladiumShovel, Palladium Shovel
ExtraPlanets:palladiumSword, Palladium Sword
ExtraPlanets:redGemPickaxe, Red Gem Pickaxe
ExtraPlanets:redGemAxe, Red Gem Axe
ExtraPlanets:redGemHoe, Red Gem Hoe
ExtraPlanets:redGemShovel, Red Gem Shovel
ExtraPlanets:redGemSword, Red Gem Sword
ExtraPlanets:magnesiumPickaxe, Magnesium Pickaxe
ExtraPlanets:magnesiumAxe, Magnesium Axe
ExtraPlanets:magnesiumHoe, Magnesium Hoe
ExtraPlanets:magnesiumShovel, Magnesium Shovel
ExtraPlanets:magnesiumSword, Magnesium Sword
ExtraPlanets:crystalPickaxe, Crystal Pickaxe
ExtraPlanets:crystalAxe, Crystal Axe
ExtraPlanets:crystalHoe, Crystal Hoe
ExtraPlanets:crystalShovel, Crystal Shovel
ExtraPlanets:crystalSword, Crystal Sword
ExtraPlanets:whiteGemPickaxe, White Gem Pickaxe
ExtraPlanets:whiteGemAxe, White Gem Axe
ExtraPlanets:whiteGemHoe, White Gem Hoe
ExtraPlanets:whiteGemShovel, White Gem Shovel
ExtraPlanets:whiteGemSword, White Gem Sword
ExtraPlanets:blueGemPickaxe, Blue Gem Pickaxe
ExtraPlanets:blueGemAxe, Blue Gem Axe
ExtraPlanets:blueGemHoe, Blue Gem Hoe
ExtraPlanets:blueGemShovel, Blue Gem Shovel
ExtraPlanets:blueGemSword, Blue Gem Sword
ExtraPlanets:zincPickaxe, Zinc Pickaxe
ExtraPlanets:zincAxe, Zinc Axe
ExtraPlanets:zincHoe, Zinc Hoe
ExtraPlanets:zincShovel, Zinc Shovel
ExtraPlanets:zincSword, Zinc Sword
ExtraPlanets:tungstenPickaxe, Tungsten Pickaxe
ExtraPlanets:tungstenAxe, Tungsten Axe
ExtraPlanets:tungstenHoe, Tungsten Hoe
ExtraPlanets:tungstenShovel, Tungsten Shovel
ExtraPlanets:tungstenSword, Tungsten Sword
ExtraPlanets:blueDiamondPickaxe, Blue Diamond Pickaxe
ExtraPlanets:blueDiamondAxe, Blue Diamond Axe
ExtraPlanets:blueDiamondHoe, Blue Diamond Hoe
ExtraPlanets:blueDiamondShovel, Blue Diamond Shovel
ExtraPlanets:blueDiamondSword, Blue Diamond Sword
ExtraPlanets:redDiamondPickaxe, Red Diamond Pickaxe
ExtraPlanets:redDiamondAxe, Red Diamond Axe
ExtraPlanets:redDiamondHoe, Red Diamond Hoe
ExtraPlanets:redDiamondShovel, Red Diamond Shovel
ExtraPlanets:redDiamondSword, Red Diamond Sword
ExtraPlanets:purpleDiamondPickaxe, Purple Diamond Pickaxe
ExtraPlanets:purpleDiamondAxe, Purple Diamond Axe
ExtraPlanets:purpleDiamondHoe, Purple Diamond Hoe
ExtraPlanets:purpleDiamondShovel, Purple Diamond Shovel
ExtraPlanets:purpleDiamondSword, Purple Diamond Sword
ExtraPlanets:yellowDiamondPickaxe, Yellow Diamond Pickaxe
ExtraPlanets:yellowDiamondAxe, Yellow Diamond Axe
ExtraPlanets:yellowDiamondHoe, Yellow Diamond Hoe
ExtraPlanets:yellowDiamondShovel, Yellow Diamond Shovel
ExtraPlanets:yellowDiamondSword, Yellow Diamond Sword
ExtraPlanets:greenDiamondPickaxe, Green Diamond Pickaxe
ExtraPlanets:greenDiamondAxe, Green Diamond Axe
ExtraPlanets:greenDiamondHoe, Green Diamond Hoe
ExtraPlanets:greenDiamondShovel, Green Diamond Shovel
ExtraPlanets:greenDiamondSword, Green Diamond Sword
ExtraPlanets:mercuryHelmet, Mercury Helmet
ExtraPlanets:mercuryChest, Mercury Chestplate
ExtraPlanets:mercuryLegings, Mercury Leggings
ExtraPlanets:mercuryBoots, Mercury Boots
ExtraPlanets:carbonHelmet, Carbon Helmet
ExtraPlanets:carbonChest, Carbon Chestplate
ExtraPlanets:carbonLegings, Carbon Leggings
ExtraPlanets:carbonBoots, Carbon Boots
ExtraPlanets:uraniumHelmet, Uranium Helmet
ExtraPlanets:uraniumChest, Uranium Chestplate
ExtraPlanets:uraniumLegings, Uranium Leggings
ExtraPlanets:uraniumBoots, Uranium Boots
ExtraPlanets:palladiumHelmet, Palladium Helmet
ExtraPlanets:palladiumChest, Palladium Chestplate
ExtraPlanets:palladiumLegings, Palladium Leggings
ExtraPlanets:palladiumBoots, Palladium Boots
ExtraPlanets:redGemHelmet, Red Gem Helmet
ExtraPlanets:redGemChest, Red Gem Chestplate
ExtraPlanets:redGemLegings, Red Gem Leggings
ExtraPlanets:redGemBoots, Red Gem Boots
ExtraPlanets:magnesiumHelmet, Magnesium Helmet
ExtraPlanets:magnesiumChest, Magnesium Chestplate
ExtraPlanets:magnesiumLegings, Magnesium Leggings
ExtraPlanets:magnesiumBoots, Magnesium Boots
ExtraPlanets:crystalHelmet, Crystal Helmet
ExtraPlanets:crystalChest, Crystal Chestplate
ExtraPlanets:crystalLegings, Crystal Leggings
ExtraPlanets:crystalBoots, Crystal Boots
ExtraPlanets:whiteGemHelmet, White Gem Helmet
ExtraPlanets:whiteGemChest, White Gem Chestplate
ExtraPlanets:whiteGemLegings, White Gem Leggings
ExtraPlanets:whiteGemBoots, White Gem Boots
ExtraPlanets:zincHelmet, Zinc Helmet
ExtraPlanets:zincChest, Zinc Chestplate
ExtraPlanets:zincLegings, Zinc Leggings
ExtraPlanets:zincBoots, Zinc Boots
ExtraPlanets:blueGemHelmet, Blue Gem Helmet
ExtraPlanets:blueGemChest, Blue Gem Chestplate
ExtraPlanets:blueGemLegings, Blue Gem Leggings
ExtraPlanets:blueGemBoots, Blue Gem Boots
ExtraPlanets:tungstenHelmet, Tungsten Helmet
ExtraPlanets:tungstenChest, Tungsten Chestplate
ExtraPlanets:tungstenLegings, Tungsten Leggings
ExtraPlanets:tungstenBoots, Tungsten Boots
ExtraPlanets:blueDiamondHelmet, Blue Diamond Helmet
ExtraPlanets:blueDiamondChest, Blue Diamond Chestplate
ExtraPlanets:blueDiamondLegings, Blue Diamond Leggings
ExtraPlanets:blueDiamondBoots, Blue Diamond Boots
ExtraPlanets:redDiamondHelmet, Red Diamond Helmet
ExtraPlanets:redDiamondChest, Red Diamond Chestplate
ExtraPlanets:redDiamondLegings, Red Diamond Leggings
ExtraPlanets:redDiamondBoots, Red Diamond Boots
ExtraPlanets:purpleDiamondHelmet, Purple Diamond Helmet
ExtraPlanets:purpleDiamondChest, Purple Diamond Chestplate
ExtraPlanets:purpleDiamondLegings, Purple Diamond Leggings
ExtraPlanets:purpleDiamondBoots, Purple Diamond Boots
ExtraPlanets:yellowDiamondHelmet, Yellow Diamond Helmet
ExtraPlanets:yellowDiamondChest, Yellow Diamond Chestplate
ExtraPlanets:yellowDiamondLegings, Yellow Diamond Leggings
ExtraPlanets:yellowDiamondBoots, Yellow Diamond Boots
ExtraPlanets:greenDiamondHelmet, Green Diamond Helmet
ExtraPlanets:greenDiamondChest, Green Diamond Chestplate
ExtraPlanets:greenDiamondLegings, Green Diamond Leggings
ExtraPlanets:greenDiamondBoots, Green Diamond Boots
ExtraPlanets:mercuryBattery, Mercury Battery
ExtraPlanets:compressedMercury:0, Compressed Mercury
ExtraPlanets:ingotMercury:0, Mercury Ingot
ExtraPlanets:itemTier4Rocket:0, Tier 4 Rocket
ExtraPlanets:itemTier4Rocket:1, Tier 4 Rocket
ExtraPlanets:itemTier4Rocket:2, Tier 4 Rocket
ExtraPlanets:itemTier4Rocket:3, Tier 4 Rocket
ExtraPlanets:itemTier4Rocket:4, Tier 4 Rocket
ExtraPlanets:schematicTier4, NASA Workbench Schematic
ExtraPlanets:noseConeTier4:0, Tier 4 Nose Cone
ExtraPlanets:tier4Items:0, Tier 4 Rocket Engine
ExtraPlanets:tier4Items:1, Tier 4 Booster
ExtraPlanets:tier4Items:2, Tier 4 Rocket Fins
ExtraPlanets:tier4Items:3, Heavy-Duty Plate
ExtraPlanets:tier4Items:4, Compressed Carbon
ExtraPlanets:tier4Items:5, Carbon Ingot
ExtraPlanets:tier4Items:6, Ash
ExtraPlanets:tier4Items:7, Ash Shard
ExtraPlanets:tier4Items:8, Sledge Hammer
ExtraPlanets:tier4Items:9, Grinding Wheel
ExtraPlanets:tier4Items:10, Volcanic Shard
ExtraPlanets:tier4Items:11, Volcanic Ingot
ExtraPlanets:T4key:0, Tier 4 Dungeon Key
ExtraPlanets:ingotUranium:0, Uranium Ingot
ExtraPlanets:itemTier5Rocket:0, Tier 5 Rocket
ExtraPlanets:itemTier5Rocket:1, Tier 5 Rocket
ExtraPlanets:itemTier5Rocket:2, Tier 5 Rocket
ExtraPlanets:itemTier5Rocket:3, Tier 5 Rocket
ExtraPlanets:itemTier5Rocket:4, Tier 5 Rocket
ExtraPlanets:schematicTier5, NASA Workbench Schematic
ExtraPlanets:noseConeTier5:0, Tier 5 Nose Cone
ExtraPlanets:tier5Items:0, Tier 5 Rocket Engine
ExtraPlanets:tier5Items:1, Tier 5 Booster
ExtraPlanets:tier5Items:2, Tier 5 Rocket Fins
ExtraPlanets:tier5Items:3, Heavy-Duty Plate
ExtraPlanets:tier5Items:4, Compressed Palladium
ExtraPlanets:tier5Items:5, Palladium Ingot
ExtraPlanets:tier5Items:6, Compressed Nickel
ExtraPlanets:tier5Items:7, Nickel Ingot
ExtraPlanets:tier5Items:8, Red Gem
ExtraPlanets:T5key:0, Tier 5 Dungeon Key
ExtraPlanets:nickelBattery, Nickel Battery
ExtraPlanets:itemTier6Rocket:0, Tier 6 Rocket
ExtraPlanets:itemTier6Rocket:1, Tier 6 Rocket
ExtraPlanets:itemTier6Rocket:2, Tier 6 Rocket
ExtraPlanets:itemTier6Rocket:3, Tier 6 Rocket
ExtraPlanets:itemTier6Rocket:4, Tier 6 Rocket
ExtraPlanets:schematicTier6, NASA Workbench Schematic
ExtraPlanets:noseConeTier6:0, Tier 6 Nose Cone
ExtraPlanets:tier6Items:0, Tier 6 Rocket Engine
ExtraPlanets:tier6Items:1, Tier 6 Booster
ExtraPlanets:tier6Items:2, Tier 6 Rocket Fins
ExtraPlanets:tier6Items:3, Heavy-Duty Plate
ExtraPlanets:tier6Items:4, Compressed Magnesium
ExtraPlanets:tier6Items:5, Magnesium Ingot
ExtraPlanets:tier6Items:6, Magnesium Shard
ExtraPlanets:T6key:0, Tier 6 Dungeon Key
ExtraPlanets:itemTier7Rocket:0, Tier 7 Rocket
ExtraPlanets:itemTier7Rocket:1, Tier 7 Rocket
ExtraPlanets:itemTier7Rocket:2, Tier 7 Rocket
ExtraPlanets:itemTier7Rocket:3, Tier 7 Rocket
ExtraPlanets:itemTier7Rocket:4, Tier 7 Rocket
ExtraPlanets:schematicTier7, NASA Workbench Schematic
ExtraPlanets:noseConeTier7:0, Tier 7 Nose Cone
ExtraPlanets:tier7Items:0, Tier 7 Rocket Engine
ExtraPlanets:tier7Items:1, Tier 7 Booster
ExtraPlanets:tier7Items:2, Tier 7 Rocket Fins
ExtraPlanets:tier7Items:3, Heavy-Duty Plate
ExtraPlanets:tier7Items:4, Compressed Crystal
ExtraPlanets:tier7Items:5, Crystal Ingot
ExtraPlanets:tier7Items:6, Compressed Reinforced Crystal
ExtraPlanets:tier7Items:7, White Gem
ExtraPlanets:T7key:0, Tier 7 Dungeon Key
ExtraPlanets:itemTier8Rocket:0, Tier 8 Rocket
ExtraPlanets:itemTier8Rocket:1, Tier 8 Rocket
ExtraPlanets:itemTier8Rocket:2, Tier 8 Rocket
ExtraPlanets:itemTier8Rocket:3, Tier 8 Rocket
ExtraPlanets:itemTier8Rocket:4, Tier 8 Rocket
ExtraPlanets:schematicTier8, NASA Workbench Schematic
ExtraPlanets:noseConeTier8:0, Tier 8 Nose Cone
ExtraPlanets:tier8Items:0, Tier 8 Rocket Engine
ExtraPlanets:tier8Items:1, Tier 8 Booster
ExtraPlanets:tier8Items:2, Tier 8 Rocket Fins
ExtraPlanets:tier8Items:3, Heavy-Duty Plate
ExtraPlanets:tier8Items:4, Compressed Zinc
ExtraPlanets:tier8Items:5, Zinc Ingot
ExtraPlanets:tier8Items:6, Blue Gem
ExtraPlanets:T8key:0, Tier 8 Dungeon Key
ExtraPlanets:zincBattery, Zinc Battery
ExtraPlanets:itemTier9Rocket:0, Tier 9 Rocket
ExtraPlanets:itemTier9Rocket:1, Tier 9 Rocket
ExtraPlanets:itemTier9Rocket:2, Tier 9 Rocket
ExtraPlanets:itemTier9Rocket:3, Tier 9 Rocket
ExtraPlanets:itemTier9Rocket:4, Tier 9 Rocket
ExtraPlanets:schematicTier9, NASA Workbench Schematic
ExtraPlanets:noseConeTier9:0, Tier 9 Nose Cone
ExtraPlanets:tier9Items:0, Tier 9 Rocket Engine
ExtraPlanets:tier9Items:1, Tier 9 Booster
ExtraPlanets:tier9Items:2, Tier 9 Rocket Fins
ExtraPlanets:tier9Items:3, Heavy-Duty Plate
ExtraPlanets:tier9Items:4, Compressed Tungsten
